filename,base_model,activity_similarity,code_correctness,behavioral_similarity,reward
c454ff48-c41e-4b36-8242-928c03d94dd3_sample_3,c454ff48-c41e-4b36-8242-928c03d94dd3,1.0,0.7000000000000001,0.0,0.020000000000000018
c454ff48-c41e-4b36-8242-928c03d94dd3_sample_4,c454ff48-c41e-4b36-8242-928c03d94dd3,1.0,0.9500000000000002,0.0,0.16999999999999993
c45d4277-1042-4f37-a771-c3cdb80e84c3_sample_1,c45d4277-1042-4f37-a771-c3cdb80e84c3,1.0,0.9500000000000002,0.43333333333333335,0.5166666666666666
c45d4277-1042-4f37-a771-c3cdb80e84c3_sample_2,c45d4277-1042-4f37-a771-c3cdb80e84c3,1.0,0.6,0.0,-0.040000000000000036
c45d4277-1042-4f37-a771-c3cdb80e84c3_sample_3,c45d4277-1042-4f37-a771-c3cdb80e84c3,1.0,1.0,0.15517241379310345,0.32413793103448274
c45d4277-1042-4f37-a771-c3cdb80e84c3_sample_4,c45d4277-1042-4f37-a771-c3cdb80e84c3,1.0,0.6,0.0,-0.040000000000000036
c4615489-a080-40d0-b747-8d0cde9ae394_sample_1,c4615489-a080-40d0-b747-8d0cde9ae394,1.0,1.0,0.0,0.19999999999999996
c4615489-a080-40d0-b747-8d0cde9ae394_sample_2,c4615489-a080-40d0-b747-8d0cde9ae394,1.0,1.0,0.0,0.19999999999999996
c4615489-a080-40d0-b747-8d0cde9ae394_sample_3,c4615489-a080-40d0-b747-8d0cde9ae394,1.0,0.7000000000000001,0.2222222222222222,0.19777777777777783
c4615489-a080-40d0-b747-8d0cde9ae394_sample_4,c4615489-a080-40d0-b747-8d0cde9ae394,1.0,1.0,0.0,0.19999999999999996
c497c902-6e69-4406-82f7-b0e63234cc68_sample_1,c497c902-6e69-4406-82f7-b0e63234cc68,1.0,0.9500000000000002,0.0,0.16999999999999993
c497c902-6e69-4406-82f7-b0e63234cc68_sample_2,c497c902-6e69-4406-82f7-b0e63234cc68,1.0,0.9500000000000002,0.0,0.16999999999999993
c497c902-6e69-4406-82f7-b0e63234cc68_sample_3,c497c902-6e69-4406-82f7-b0e63234cc68,0.0,0.6,0.0,-0.64
c497c902-6e69-4406-82f7-b0e63234cc68_sample_4,c497c902-6e69-4406-82f7-b0e63234cc68,1.0,1.0,0.0,0.19999999999999996
c49e6501-52c0-4fb0-b040-3b221c891a0a_sample_1,c49e6501-52c0-4fb0-b040-3b221c891a0a,1.0,0.9500000000000002,0.0,0.16999999999999993
c49e6501-52c0-4fb0-b040-3b221c891a0a_sample_2,c49e6501-52c0-4fb0-b040-3b221c891a0a,1.0,1.0,0.0,0.19999999999999996
c49e6501-52c0-4fb0-b040-3b221c891a0a_sample_3,c49e6501-52c0-4fb0-b040-3b221c891a0a,1.0,1.0,0.0,0.19999999999999996
c49e6501-52c0-4fb0-b040-3b221c891a0a_sample_4,c49e6501-52c0-4fb0-b040-3b221c891a0a,1.0,0.7500000000000001,0.30952380952380953,0.29761904761904767
c4b38e75-a504-4414-83ea-160cc607139a_sample_1,c4b38e75-a504-4414-83ea-160cc607139a,1.0,0.95,0.0,0.16999999999999993
c4b38e75-a504-4414-83ea-160cc607139a_sample_2,c4b38e75-a504-4414-83ea-160cc607139a,1.0,0.9500000000000002,0.0,0.16999999999999993
c4b38e75-a504-4414-83ea-160cc607139a_sample_3,c4b38e75-a504-4414-83ea-160cc607139a,1.0,0.95,0.0,0.16999999999999993
c4b38e75-a504-4414-83ea-160cc607139a_sample_4,c4b38e75-a504-4414-83ea-160cc607139a,1.0,0.7000000000000001,0.4583333333333333,0.3866666666666667
c4cd6788-8687-4547-89d5-bdd64393483c_sample_1,c4cd6788-8687-4547-89d5-bdd64393483c,1.0,1.0,0.0,0.19999999999999996
c4cd6788-8687-4547-89d5-bdd64393483c_sample_2,c4cd6788-8687-4547-89d5-bdd64393483c,1.0,0.9500000000000002,0.0,0.16999999999999993
c4cd6788-8687-4547-89d5-bdd64393483c_sample_3,c4cd6788-8687-4547-89d5-bdd64393483c,1.0,0.9000000000000001,0.0,0.14000000000000012
c4cd6788-8687-4547-89d5-bdd64393483c_sample_4,c4cd6788-8687-4547-89d5-bdd64393483c,1.0,1.0,0.037037037037037035,0.22962962962962963
c4d0932a-0550-47d9-bda9-d857c439a42a_sample_1,c4d0932a-0550-47d9-bda9-d857c439a42a,1.0,0.7000000000000001,0.0,0.020000000000000018
c4d0932a-0550-47d9-bda9-d857c439a42a_sample_2,c4d0932a-0550-47d9-bda9-d857c439a42a,1.0,1.0,0.0,0.19999999999999996
c4d0932a-0550-47d9-bda9-d857c439a42a_sample_3,c4d0932a-0550-47d9-bda9-d857c439a42a,1.0,0.9500000000000002,0.0,0.16999999999999993
c4d0932a-0550-47d9-bda9-d857c439a42a_sample_4,c4d0932a-0550-47d9-bda9-d857c439a42a,1.0,1.0,0.5789473684210527,0.6631578947368422
c4e042a6-4225-4679-9c2f-0ce00a84a9d7_sample_1,c4e042a6-4225-4679-9c2f-0ce00a84a9d7,1.0,0.6,0.0,-0.040000000000000036
c4e042a6-4225-4679-9c2f-0ce00a84a9d7_sample_2,c4e042a6-4225-4679-9c2f-0ce00a84a9d7,1.0,0.9500000000000002,0.0,0.16999999999999993
c4e042a6-4225-4679-9c2f-0ce00a84a9d7_sample_3,c4e042a6-4225-4679-9c2f-0ce00a84a9d7,1.0,1.0,0.0,0.19999999999999996
c4e042a6-4225-4679-9c2f-0ce00a84a9d7_sample_4,c4e042a6-4225-4679-9c2f-0ce00a84a9d7,1.0,0.7500000000000001,0.1794871794871795,0.19358974358974357
c4f2d290-8822-45db-b3af-2ac90108f489_sample_1,c4f2d290-8822-45db-b3af-2ac90108f489,1.0,1.0,0.0,0.19999999999999996
c4f2d290-8822-45db-b3af-2ac90108f489_sample_2,c4f2d290-8822-45db-b3af-2ac90108f489,0.0,0.4,0.0,-0.76
c4f2d290-8822-45db-b3af-2ac90108f489_sample_3,c4f2d290-8822-45db-b3af-2ac90108f489,0.0,0.0,0.0,-1.0
c4f2d290-8822-45db-b3af-2ac90108f489_sample_4,c4f2d290-8822-45db-b3af-2ac90108f489,1.0,0.6,0.0,-0.040000000000000036
c53b2c3c-4caa-4433-bb20-30a02ecb9c21_sample_1,c53b2c3c-4caa-4433-bb20-30a02ecb9c21,1.0,1.0,0.0,0.19999999999999996
c53b2c3c-4caa-4433-bb20-30a02ecb9c21_sample_2,c53b2c3c-4caa-4433-bb20-30a02ecb9c21,1.0,1.0,0.0,0.19999999999999996
c53b2c3c-4caa-4433-bb20-30a02ecb9c21_sample_3,c53b2c3c-4caa-4433-bb20-30a02ecb9c21,1.0,0.7500000000000001,0.0,0.050000000000000044
c53b2c3c-4caa-4433-bb20-30a02ecb9c21_sample_4,c53b2c3c-4caa-4433-bb20-30a02ecb9c21,1.0,1.0,0.12307692307692308,0.29846153846153833
c5ee20a6-c73f-40c8-a93c-7403f387b081_sample_1,c5ee20a6-c73f-40c8-a93c-7403f387b081,1.0,0.9500000000000002,0.03418803418803419,0.19735042735042718
c5ee20a6-c73f-40c8-a93c-7403f387b081_sample_2,c5ee20a6-c73f-40c8-a93c-7403f387b081,1.0,1.0,0.0,0.19999999999999996
c5ee20a6-c73f-40c8-a93c-7403f387b081_sample_3,c5ee20a6-c73f-40c8-a93c-7403f387b081,0.0,1.0,0.0,-0.4
c5ee20a6-c73f-40c8-a93c-7403f387b081_sample_4,c5ee20a6-c73f-40c8-a93c-7403f387b081,1.0,1.0,0.0,0.19999999999999996
c5f0a079-007a-4dae-a48d-afa9f04a238e_sample_1,c5f0a079-007a-4dae-a48d-afa9f04a238e,1.0,1.0,0.1346153846153846,0.3076923076923077
c5f0a079-007a-4dae-a48d-afa9f04a238e_sample_2,c5f0a079-007a-4dae-a48d-afa9f04a238e,1.0,0.7500000000000001,0.5,0.4500000000000002
c5f0a079-007a-4dae-a48d-afa9f04a238e_sample_3,c5f0a079-007a-4dae-a48d-afa9f04a238e,1.0,1.0,0.20930232558139536,0.3674418604651162
c5f0a079-007a-4dae-a48d-afa9f04a238e_sample_4,c5f0a079-007a-4dae-a48d-afa9f04a238e,1.0,1.0,0.0,0.19999999999999996
c619c6d9-c45c-4ad5-8992-4bd4e48841f7_sample_1,c619c6d9-c45c-4ad5-8992-4bd4e48841f7,1.0,0.7000000000000001,0.3548387096774194,0.30387096774193556
c619c6d9-c45c-4ad5-8992-4bd4e48841f7_sample_2,c619c6d9-c45c-4ad5-8992-4bd4e48841f7,0.9375,0.9500000000000002,0.0,0.13250000000000006
c619c6d9-c45c-4ad5-8992-4bd4e48841f7_sample_3,c619c6d9-c45c-4ad5-8992-4bd4e48841f7,1.0,1.0,0.25,0.3999999999999999
c619c6d9-c45c-4ad5-8992-4bd4e48841f7_sample_4,c619c6d9-c45c-4ad5-8992-4bd4e48841f7,1.0,1.0,0.0,0.19999999999999996
c62b5a91-83cd-4608-93f7-1167a18bc655_sample_1,c62b5a91-83cd-4608-93f7-1167a18bc655,1.0,0.7000000000000001,0.15492957746478872,0.14394366197183106
c62b5a91-83cd-4608-93f7-1167a18bc655_sample_2,c62b5a91-83cd-4608-93f7-1167a18bc655,1.0,1.0,0.0,0.19999999999999996
c62b5a91-83cd-4608-93f7-1167a18bc655_sample_3,c62b5a91-83cd-4608-93f7-1167a18bc655,1.0,0.0,0.0,-0.4
c62b5a91-83cd-4608-93f7-1167a18bc655_sample_4,c62b5a91-83cd-4608-93f7-1167a18bc655,1.0,0.6,0.0,-0.040000000000000036
c676dd42-1f5e-4761-b647-bda657f6b714_sample_1,c676dd42-1f5e-4761-b647-bda657f6b714,1.0,1.0,0.10869565217391304,0.28695652173913033
c676dd42-1f5e-4761-b647-bda657f6b714_sample_2,c676dd42-1f5e-4761-b647-bda657f6b714,1.0,0.0,0.0,-0.4
c676dd42-1f5e-4761-b647-bda657f6b714_sample_3,c676dd42-1f5e-4761-b647-bda657f6b714,1.0,1.0,0.3103448275862069,0.4482758620689655
c676dd42-1f5e-4761-b647-bda657f6b714_sample_4,c676dd42-1f5e-4761-b647-bda657f6b714,1.0,1.0,0.0,0.19999999999999996
c67d6b59-4d68-4bef-908e-053910b74168_sample_1,c67d6b59-4d68-4bef-908e-053910b74168,1.0,1.0,0.0,0.19999999999999996
c67d6b59-4d68-4bef-908e-053910b74168_sample_2,c67d6b59-4d68-4bef-908e-053910b74168,1.0,1.0,0.0,0.19999999999999996
c67d6b59-4d68-4bef-908e-053910b74168_sample_3,c67d6b59-4d68-4bef-908e-053910b74168,1.0,1.0,0.0,0.19999999999999996
c67d6b59-4d68-4bef-908e-053910b74168_sample_4,c67d6b59-4d68-4bef-908e-053910b74168,1.0,1.0,0.0,0.19999999999999996
c6d42a5d-ca5f-4764-9112-9ededeb4528b_sample_1,c6d42a5d-ca5f-4764-9112-9ededeb4528b,1.0,0.6,0.0,-0.040000000000000036
c6d42a5d-ca5f-4764-9112-9ededeb4528b_sample_2,c6d42a5d-ca5f-4764-9112-9ededeb4528b,1.0,0.9500000000000002,0.0,0.16999999999999993
c6d42a5d-ca5f-4764-9112-9ededeb4528b_sample_3,c6d42a5d-ca5f-4764-9112-9ededeb4528b,1.0,1.0,0.0,0.19999999999999996
c6d42a5d-ca5f-4764-9112-9ededeb4528b_sample_4,c6d42a5d-ca5f-4764-9112-9ededeb4528b,1.0,1.0,0.0,0.19999999999999996
c6ff4518-567f-4cc2-b229-9e54e380a22d_sample_1,c6ff4518-567f-4cc2-b229-9e54e380a22d,1.0,0.0,0.0,-0.4
c6ff4518-567f-4cc2-b229-9e54e380a22d_sample_2,c6ff4518-567f-4cc2-b229-9e54e380a22d,1.0,0.9500000000000002,0.0,0.16999999999999993
c6ff4518-567f-4cc2-b229-9e54e380a22d_sample_3,c6ff4518-567f-4cc2-b229-9e54e380a22d,1.0,1.0,0.0,0.19999999999999996
c6ff4518-567f-4cc2-b229-9e54e380a22d_sample_4,c6ff4518-567f-4cc2-b229-9e54e380a22d,1.0,1.0,0.0,0.19999999999999996
c71b3cb4-9d94-49f6-9d58-711947707bce_sample_1,c71b3cb4-9d94-49f6-9d58-711947707bce,1.0,0.0,0.0,-0.4
c71b3cb4-9d94-49f6-9d58-711947707bce_sample_2,c71b3cb4-9d94-49f6-9d58-711947707bce,1.0,1.0,0.10344827586206896,0.28275862068965507
c71b3cb4-9d94-49f6-9d58-711947707bce_sample_3,c71b3cb4-9d94-49f6-9d58-711947707bce,1.0,0.7000000000000001,0.2631578947368421,0.2305263157894737
c71b3cb4-9d94-49f6-9d58-711947707bce_sample_4,c71b3cb4-9d94-49f6-9d58-711947707bce,1.0,1.0,0.1836734693877551,0.346938775510204
c76d1c23-0ef9-44a7-8044-32c9f3fed603_sample_1,c76d1c23-0ef9-44a7-8044-32c9f3fed603,1.0,1.0,0.0,0.19999999999999996
c76d1c23-0ef9-44a7-8044-32c9f3fed603_sample_2,c76d1c23-0ef9-44a7-8044-32c9f3fed603,0.0,0.7000000000000001,0.0,-0.58
c76d1c23-0ef9-44a7-8044-32c9f3fed603_sample_3,c76d1c23-0ef9-44a7-8044-32c9f3fed603,1.0,0.7500000000000001,0.36363636363636365,0.34090909090909105
c76d1c23-0ef9-44a7-8044-32c9f3fed603_sample_4,c76d1c23-0ef9-44a7-8044-32c9f3fed603,1.0,0.9500000000000002,0.0,0.16999999999999993
c76e808d-69af-4f46-a81b-151f08211ef3_sample_1,c76e808d-69af-4f46-a81b-151f08211ef3,1.0,1.0,0.0,0.19999999999999996
c76e808d-69af-4f46-a81b-151f08211ef3_sample_2,c76e808d-69af-4f46-a81b-151f08211ef3,1.0,1.0,0.0,0.19999999999999996
c76e808d-69af-4f46-a81b-151f08211ef3_sample_3,c76e808d-69af-4f46-a81b-151f08211ef3,1.0,0.9500000000000002,0.2564102564102564,0.375128205128205
c76e808d-69af-4f46-a81b-151f08211ef3_sample_4,c76e808d-69af-4f46-a81b-151f08211ef3,1.0,1.0,0.14705882352941177,0.3176470588235294
c7719214-6d56-4660-a73e-27ece842e9d5_sample_1,c7719214-6d56-4660-a73e-27ece842e9d5,0.0,0.0,0.0,-1.0
c7719214-6d56-4660-a73e-27ece842e9d5_sample_2,c7719214-6d56-4660-a73e-27ece842e9d5,1.0,1.0,0.0,0.19999999999999996
c7719214-6d56-4660-a73e-27ece842e9d5_sample_3,c7719214-6d56-4660-a73e-27ece842e9d5,1.0,1.0,0.0,0.19999999999999996
c7719214-6d56-4660-a73e-27ece842e9d5_sample_4,c7719214-6d56-4660-a73e-27ece842e9d5,0.0,0.5,0.0,-0.7
c78c72c3-037c-4c88-a171-f73e1626faec_sample_1,c78c72c3-037c-4c88-a171-f73e1626faec,1.0,0.9500000000000002,0.0,0.16999999999999993
c78c72c3-037c-4c88-a171-f73e1626faec_sample_2,c78c72c3-037c-4c88-a171-f73e1626faec,1.0,0.9500000000000002,0.0,0.16999999999999993
c78c72c3-037c-4c88-a171-f73e1626faec_sample_3,c78c72c3-037c-4c88-a171-f73e1626faec,1.0,0.9500000000000002,0.0,0.16999999999999993
c78c72c3-037c-4c88-a171-f73e1626faec_sample_4,c78c72c3-037c-4c88-a171-f73e1626faec,1.0,0.9500000000000002,0.0,0.16999999999999993
c7e9f417-b3d2-4a8c-a91d-0a7070783375_sample_1,c7e9f417-b3d2-4a8c-a91d-0a7070783375,1.0,1.0,0.0,0.19999999999999996
c7e9f417-b3d2-4a8c-a91d-0a7070783375_sample_2,c7e9f417-b3d2-4a8c-a91d-0a7070783375,1.0,1.0,0.0,0.19999999999999996
c7e9f417-b3d2-4a8c-a91d-0a7070783375_sample_3,c7e9f417-b3d2-4a8c-a91d-0a7070783375,1.0,1.0,0.09345794392523364,0.2747663551401869
c7e9f417-b3d2-4a8c-a91d-0a7070783375_sample_4,c7e9f417-b3d2-4a8c-a91d-0a7070783375,1.0,0.9500000000000002,0.06179775280898876,0.21943820224719102
c827453b-fb6a-408e-912a-586fdfd11b6b_sample_1,c827453b-fb6a-408e-912a-586fdfd11b6b,1.0,0.9500000000000002,0.0,0.16999999999999993
c827453b-fb6a-408e-912a-586fdfd11b6b_sample_2,c827453b-fb6a-408e-912a-586fdfd11b6b,1.0,0.7000000000000001,0.0,0.020000000000000018
c827453b-fb6a-408e-912a-586fdfd11b6b_sample_3,c827453b-fb6a-408e-912a-586fdfd11b6b,1.0,0.65,0.0,-0.010000000000000009
c827453b-fb6a-408e-912a-586fdfd11b6b_sample_4,c827453b-fb6a-408e-912a-586fdfd11b6b,1.0,1.0,0.0,0.19999999999999996
c8609001-799d-4e79-8551-8254714abd16_sample_1,c8609001-799d-4e79-8551-8254714abd16,1.0,1.0,0.0,0.19999999999999996
c8609001-799d-4e79-8551-8254714abd16_sample_2,c8609001-799d-4e79-8551-8254714abd16,1.0,1.0,0.0,0.19999999999999996
c8609001-799d-4e79-8551-8254714abd16_sample_3,c8609001-799d-4e79-8551-8254714abd16,1.0,1.0,0.09836065573770492,0.2786885245901638
c8609001-799d-4e79-8551-8254714abd16_sample_4,c8609001-799d-4e79-8551-8254714abd16,1.0,0.6,0.0,-0.040000000000000036
c884c0ad-4b6c-478e-8553-2c8264c78c4d_sample_1,c884c0ad-4b6c-478e-8553-2c8264c78c4d,1.0,1.0,0.0,0.19999999999999996
c884c0ad-4b6c-478e-8553-2c8264c78c4d_sample_2,c884c0ad-4b6c-478e-8553-2c8264c78c4d,1.0,0.6,0.0,-0.040000000000000036
c884c0ad-4b6c-478e-8553-2c8264c78c4d_sample_3,c884c0ad-4b6c-478e-8553-2c8264c78c4d,1.0,0.7000000000000001,0.0,0.020000000000000018
c884c0ad-4b6c-478e-8553-2c8264c78c4d_sample_4,c884c0ad-4b6c-478e-8553-2c8264c78c4d,1.0,0.6,0.0,-0.040000000000000036
c8a5d28f-ffc6-4a17-82b2-16abf23b7f08_sample_1,c8a5d28f-ffc6-4a17-82b2-16abf23b7f08,1.0,0.9500000000000002,0.0,0.16999999999999993
c8a5d28f-ffc6-4a17-82b2-16abf23b7f08_sample_2,c8a5d28f-ffc6-4a17-82b2-16abf23b7f08,1.0,0.0,0.0,-0.4
c8a5d28f-ffc6-4a17-82b2-16abf23b7f08_sample_3,c8a5d28f-ffc6-4a17-82b2-16abf23b7f08,1.0,0.6,0.0,-0.040000000000000036
c8a5d28f-ffc6-4a17-82b2-16abf23b7f08_sample_4,c8a5d28f-ffc6-4a17-82b2-16abf23b7f08,1.0,0.7000000000000001,0.5769230769230769,0.48153846153846147
c8c032aa-a34a-426c-9fe9-3e749590bab8_sample_1,c8c032aa-a34a-426c-9fe9-3e749590bab8,1.0,1.0,0.03333333333333333,0.22666666666666657
c8c032aa-a34a-426c-9fe9-3e749590bab8_sample_2,c8c032aa-a34a-426c-9fe9-3e749590bab8,1.0,1.0,0.0,0.19999999999999996
c8c032aa-a34a-426c-9fe9-3e749590bab8_sample_3,c8c032aa-a34a-426c-9fe9-3e749590bab8,1.0,1.0,0.11721611721611722,0.2937728937728936
c8c032aa-a34a-426c-9fe9-3e749590bab8_sample_4,c8c032aa-a34a-426c-9fe9-3e749590bab8,1.0,0.6,0.0,-0.040000000000000036
c8efee69-7aee-415a-a6ea-559e0439e363_sample_1,c8efee69-7aee-415a-a6ea-559e0439e363,1.0,0.9500000000000002,0.0,0.16999999999999993
c8efee69-7aee-415a-a6ea-559e0439e363_sample_2,c8efee69-7aee-415a-a6ea-559e0439e363,1.0,1.0,0.0,0.19999999999999996
c8efee69-7aee-415a-a6ea-559e0439e363_sample_3,c8efee69-7aee-415a-a6ea-559e0439e363,1.0,0.7000000000000001,0.48148148148148145,0.4051851851851853
c8efee69-7aee-415a-a6ea-559e0439e363_sample_4,c8efee69-7aee-415a-a6ea-559e0439e363,1.0,1.0,0.0,0.19999999999999996
c8f73530-7000-4ace-87c6-b54dc7183342_sample_1,c8f73530-7000-4ace-87c6-b54dc7183342,1.0,1.0,0.0,0.19999999999999996
c8f73530-7000-4ace-87c6-b54dc7183342_sample_2,c8f73530-7000-4ace-87c6-b54dc7183342,1.0,1.0,0.10126582278481013,0.28101265822784804
c8f73530-7000-4ace-87c6-b54dc7183342_sample_3,c8f73530-7000-4ace-87c6-b54dc7183342,1.0,1.0,0.0,0.19999999999999996
c8f73530-7000-4ace-87c6-b54dc7183342_sample_4,c8f73530-7000-4ace-87c6-b54dc7183342,1.0,0.9500000000000002,0.0,0.16999999999999993
c90423c6-8c34-4503-a4d0-e0c1a2ad7214_sample_1,c90423c6-8c34-4503-a4d0-e0c1a2ad7214,1.0,0.7000000000000001,0.3333333333333333,0.2866666666666666
c90423c6-8c34-4503-a4d0-e0c1a2ad7214_sample_2,c90423c6-8c34-4503-a4d0-e0c1a2ad7214,1.0,0.9500000000000002,0.0,0.16999999999999993
c90423c6-8c34-4503-a4d0-e0c1a2ad7214_sample_3,c90423c6-8c34-4503-a4d0-e0c1a2ad7214,1.0,0.7000000000000001,0.3333333333333333,0.2866666666666666
c90423c6-8c34-4503-a4d0-e0c1a2ad7214_sample_4,c90423c6-8c34-4503-a4d0-e0c1a2ad7214,1.0,1.0,0.0,0.19999999999999996
c9217d10-ca3d-4013-83dd-4cbdf7f2854d_sample_1,c9217d10-ca3d-4013-83dd-4cbdf7f2854d,1.0,0.6,0.0,-0.040000000000000036
c9217d10-ca3d-4013-83dd-4cbdf7f2854d_sample_2,c9217d10-ca3d-4013-83dd-4cbdf7f2854d,1.0,0.9500000000000002,0.0,0.16999999999999993
c9217d10-ca3d-4013-83dd-4cbdf7f2854d_sample_3,c9217d10-ca3d-4013-83dd-4cbdf7f2854d,1.0,0.7000000000000001,0.0707070707070707,0.0765656565656565
c9217d10-ca3d-4013-83dd-4cbdf7f2854d_sample_4,c9217d10-ca3d-4013-83dd-4cbdf7f2854d,1.0,0.7500000000000001,0.0707070707070707,0.10656565656565653
c933ca81-5864-49c4-8cff-96b9371c8530_sample_1,c933ca81-5864-49c4-8cff-96b9371c8530,0.0,0.6,0.0,-0.64
c933ca81-5864-49c4-8cff-96b9371c8530_sample_2,c933ca81-5864-49c4-8cff-96b9371c8530,0.0,0.9500000000000002,0.0,-0.42999999999999994
c933ca81-5864-49c4-8cff-96b9371c8530_sample_3,c933ca81-5864-49c4-8cff-96b9371c8530,1.0,0.7000000000000001,0.4,0.3400000000000001
c933ca81-5864-49c4-8cff-96b9371c8530_sample_4,c933ca81-5864-49c4-8cff-96b9371c8530,1.0,0.9500000000000002,0.0,0.16999999999999993
c9594868-fcfe-440b-8018-7879f54f1e4c_sample_1,c9594868-fcfe-440b-8018-7879f54f1e4c,1.0,1.0,0.0,0.19999999999999996
c9594868-fcfe-440b-8018-7879f54f1e4c_sample_2,c9594868-fcfe-440b-8018-7879f54f1e4c,1.0,0.7000000000000001,0.23076923076923078,0.20461538461538464
c9594868-fcfe-440b-8018-7879f54f1e4c_sample_3,c9594868-fcfe-440b-8018-7879f54f1e4c,1.0,1.0,0.0,0.19999999999999996
c9594868-fcfe-440b-8018-7879f54f1e4c_sample_4,c9594868-fcfe-440b-8018-7879f54f1e4c,1.0,1.0,0.0,0.19999999999999996
c9a2d8a4-7ea7-442a-aac9-20a0ba338751_sample_1,c9a2d8a4-7ea7-442a-aac9-20a0ba338751,1.0,1.0,0.0,0.19999999999999996
c9a2d8a4-7ea7-442a-aac9-20a0ba338751_sample_2,c9a2d8a4-7ea7-442a-aac9-20a0ba338751,1.0,1.0,0.0,0.19999999999999996
c9a2d8a4-7ea7-442a-aac9-20a0ba338751_sample_3,c9a2d8a4-7ea7-442a-aac9-20a0ba338751,1.0,1.0,0.0,0.19999999999999996
c9a2d8a4-7ea7-442a-aac9-20a0ba338751_sample_4,c9a2d8a4-7ea7-442a-aac9-20a0ba338751,1.0,1.0,0.0,0.19999999999999996
ca0bdec8-02cf-4b5a-8cfe-76126ef90914_sample_1,ca0bdec8-02cf-4b5a-8cfe-76126ef90914,1.0,0.7000000000000001,0.0,0.020000000000000018
ca0bdec8-02cf-4b5a-8cfe-76126ef90914_sample_2,ca0bdec8-02cf-4b5a-8cfe-76126ef90914,1.0,1.0,0.15555555555555556,0.3244444444444443
ca0bdec8-02cf-4b5a-8cfe-76126ef90914_sample_3,ca0bdec8-02cf-4b5a-8cfe-76126ef90914,1.0,0.8,0.0,0.08000000000000007
ca0bdec8-02cf-4b5a-8cfe-76126ef90914_sample_4,ca0bdec8-02cf-4b5a-8cfe-76126ef90914,1.0,1.0,0.15555555555555556,0.3244444444444443
ca65d08d-90d6-44e4-b9b4-4ff89c24e406_sample_1,ca65d08d-90d6-44e4-b9b4-4ff89c24e406,1.0,0.7000000000000001,0.24358974358974358,0.21487179487179486
